mismatch_seed,sampler_offset_v,sampler_gain_negative,sampler_gain_positive,sampler_asymmetry_ppm,sampler_fit_rms_v,correction_offset_v,correction_vicm_slope_scaled_v,correction_settling_scale_v,correction_major_fit_max_error_lsb,correction_major_fit_rms_error_lsb,offset_lsb,gain_error_ppm,endpoint_lsb_v,minimum_code_width_lsb,missing_code_count,max_abs_dnl_lsb,max_abs_inl_endpoint_lsb,max_abs_inl_best_fit_lsb,worst_width_lower_code,worst_dnl_lower_transition,worst_inl_transition,static_risk_score,reconstructed_spec_status,cohort_residual_recalibrated
149,9.76878185688764e-06,0.9999988018318465,1.000000772651546,1.9708201188566106,9.499210936956712e-07,-0.005454500320247122,-0.0032227457273647743,7.219310886038883e-05,0.0059115103261896855,0.0038477508379285807,-0.25631745173890697,-1270.7072178969047,0.013264373419762306,0.8448918585947867,0,0.15510814140521334,0.16986143001920415,0.14194988306761763,191,191,192,0.15510814140521334,PASS,True
150,1.04047382422441e-05,1.000000981937732,0.9999981802307675,-2.8017081382188525,1.2949909409382104e-06,-0.018184518229321156,0.005007840040881457,2.0576182752844942e-05,0.012375783967053784,0.008426155888252473,-1.2258946926651086,-1307.5151121448857,0.013263884564916825,0.779026741673076,0,0.22097325832692405,0.21581321773649362,0.20814819749072128,64,64,64,0.22097325832692405,PASS,True
151,9.605417416850197e-06,0.999999234832478,1.0000015437083316,2.308874954841587,1.933675689943783e-06,-0.00818173627516983,-0.06225097021914994,5.993427037764886e-05,0.07361764359094766,0.05990593745935859,-0.5065291912087259,-1252.322563309427,0.013264617590956046,-1.4109584512862965,6,2.4109584512862963,2.342684008289728,2.2282422062248757,191,191,192,2.4109584512862963,FAIL,True
152,1.0182760927426356e-05,1.0000006988368237,0.9999991716482813,-1.527188641301916,1.701171241257934e-06,-0.0037831591735293024,-0.02583614406070456,2.28117563494777e-05,0.030677183028998363,0.02322424113510791,-0.0026248724968107075,-1232.9146255782853,0.013264875352629038,-0.05738686742477776,2,1.0573868674247777,1.0713235687306244,1.0160114719364675,191,191,192,1.0573868674247777,FAIL,True
153,1.0161916226375925e-05,1.0000007160678759,0.99999958133391,-1.134733797165873,1.676851227405571e-06,0.008155292985972841,-0.050046767066017024,4.13458788615912e-05,0.07099187613625302,0.0563347001985368,0.6774959999892824,-1209.7612919363953,0.01326518285784147,-0.850642348475809,2,1.850642348475809,1.8602427158361974,1.7684669470552274,191,191,64,1.850642348475809,FAIL,True
154,9.815867427092057e-06,0.9999984911946569,0.9999997787981623,1.2876046191558879,1.1171365618967214e-06,-0.007000889146372239,0.06291021972795094,6.506612276332769e-05,0.09026114863062426,0.07502545730089537,-0.4263187576254649,-1251.2704130572815,0.013264631564826582,-1.363199667365789,6,2.433129263400563,2.3778177992939584,2.28130856808835,64,63,192,2.433129263400563,FAIL,True
155,1.0104130906916043e-05,1.0000015100036839,1.0000001838864652,-1.3261160955554092,1.0471528266733417e-06,0.001044578771618494,-0.0030250606867737806,1.2589134842043622e-05,0.002906992045977428,0.0017389576595502815,0.39209181438825924,-1186.0053888330667,0.01326549836592956,0.7566930141402343,0,0.24330698585976573,0.255847909741338,0.22658486018710705,127,127,192,0.24330698585976573,PASS,True
156,1.0311752553275928e-05,1.0000007816531935,0.9999992038705945,-1.5777826104361332,1.7536296595366275e-06,0.013130035796123707,0.018738291473084957,2.6978947401086925e-05,0.030814975128358898,0.02277343868859987,1.113861595949004,-1255.5327125104432,0.01326457495616197,0.26644318822035096,0,0.7360197778381452,0.7367203637901022,0.707131384882795,64,63,64,0.7360197778381452,PASS,True
157,9.923667194144459e-06,0.99999970138537,1.0000007489684062,1.0475828003152325,6.512831145351043e-07,-0.005386326354161177,0.018148274588196945,6.825030642869597e-05,0.015203869253826139,0.012490901968917665,-0.12285867615070308,-1282.2388864981438,0.013264220264788696,0.35699999088521644,0,0.6430000091147836,0.639324620900065,0.6104950123978689,64,64,64,0.6430000091147836,PASS,True
158,9.877625039851208e-06,0.9999984886163201,0.9999986312546967,0.14263858196335058,1.5878090194132026e-06,-0.014214500118263645,0.03333478908939129,5.143304578813075e-05,0.058904694677176385,0.0457816056884175,-0.9473099377612972,-1238.5563145347332,0.013264800423947586,-0.23903538754955436,2,1.3126250681527294,1.283454746720046,1.2403090455245533,64,63,64,1.3126250681527294,FAIL,True
159,1.021386074063977e-05,1.0000007606869812,0.9999993266452738,-1.4340416447631044,7.117758611508097e-07,0.010605148990309978,-0.019585708313099966,3.513460020821847e-05,0.02022339656881961,0.014581685831642547,0.9566481612165657,-1257.0146103393354,0.01326455527470643,0.23326360353580403,0,0.766736396464196,0.7652441656181126,0.722617102736115,191,191,192,0.766736396464196,PASS,True
160,1.0015959030015636e-05,0.9999999840965017,1.0000000954080444,0.11131153822498564,4.407268939494207e-07,0.05603255451182376,0.027330955198755082,3.9000810549374004e-05,0.03215660819204344,0.02601350686634799,4.373484505570355,-1251.1482959117748,0.013264633186694921,-0.008450238454302412,1,1.06531087722658,1.0244291556007272,0.9971389050534285,64,63,64,1.06531087722658,FAIL,True
161,9.809572335464507e-06,0.9999993151444222,1.0000005385186395,1.2233743067753544,1.6911593467649706e-06,0.00433702476959385,0.018385582275988407,4.066567089047011e-05,0.019215637414835694,0.01446338385113486,0.4807193978399315,-1177.239430192434,0.013265614788817756,0.2349161383157232,0,0.7650838616842768,0.6850724170670257,0.653995808919098,64,64,64,0.7650838616842768,PASS,True
162,9.736881223845613e-06,0.9999994180238023,1.0000017787473272,2.3607221122636655,1.9310514190577e-06,-0.0020604972228179083,-0.044058686685796905,4.281903554348594e-05,0.06519901872431723,0.05329023779478639,0.027035887573945542,-1248.96967437349,0.013264662121512227,-0.6582186194054896,2,1.6859239509777937,1.6802554847021451,1.6019508681855121,191,192,64,1.6859239509777937,FAIL,True
163,9.863833927896004e-06,0.9999994565044501,1.000000674630535,1.2181260050203357,1.6659894020272293e-06,-0.03359703842814668,-0.06353524508506292,2.3653574656010655e-05,0.06623696416134021,0.05357224081613552,-2.4566104388375387,-1279.4496216285145,0.013264257309712747,-1.3076670318606585,6,2.3708562205869756,2.40497706290928,2.2915726650859973,191,192,192,2.3708562205869756,FAIL,True
164,1.0283672203191604e-05,1.000001473852088,0.9999998870125869,-1.5868384212859432,1.1489787317359289e-06,-0.007753417046829881,-0.00035225825419033,7.103978223043824e-05,0.006221993508306454,0.004769922943753955,-0.5350513680516442,-1292.2555621871502,0.013264087230814701,0.9466876333888489,0,0.1588900765363528,0.10905125254433021,0.08877172718699004,32,127,55,0.1588900765363528,PASS,True
165,9.78749041046089e-06,0.9999995395307825,1.0000012029768683,1.6634454683150481,9.479393739928557e-07,-0.02643973273631442,-0.03659290251382488,3.140902872982486e-05,0.04334155742650888,0.03394301994241255,-1.8481753291485394,-1241.2660572702628,0.013264764435176879,-0.3776884940536921,2,1.3776884940536922,1.4085920987399847,1.3249316845641614,191,191,192,1.3776884940536922,FAIL,True
166,1.0154038624034785e-05,0.999999674678639,0.9999983645022992,-1.3101776243743746,1.9653634764417594e-06,0.050385721437988126,0.03664555073066665,4.8858166398757375e-05,0.036359302571076876,0.028754667831602614,3.9479382207446014,-1278.5363299754326,0.013264269439367513,-0.32227370545924383,2,1.4692091884514378,1.4198850859588807,1.3654903740090365,64,63,64,1.4692091884514378,FAIL,True
167,9.802000082848369e-06,0.9999992209830689,1.000000215715376,0.994732587247455,6.310070872805887e-07,0.022616022861579984,0.01282398351291874,3.4626087361849014e-05,0.016678796857562326,0.013281203972919998,1.980296566250622,-1233.312832298994,0.013264870063946029,0.6342310142810408,0,0.5024325045175491,0.4536956614429026,0.44205440436726245,64,63,64,0.5024325045175491,PASS,True
168,1.0039138663832932e-05,0.9999996058533849,0.9999995914151792,-0.014438211426076326,5.587843636692497e-07,-0.009760332337879013,0.01443494325131047,4.487317458314764e-05,0.032655780599041805,0.02661484103950912,-0.6391232164754382,-1278.2684198271443,0.01326427299754917,0.4160726787684648,0,0.5996678974054042,0.5754569789524359,0.5490074528933617,64,63,192,0.5996678974054042,PASS,True
169,9.54024612968935e-06,0.9999982090691703,1.0000006493274536,2.4402596762359514,1.2764254110646332e-06,-0.026619287023577985,-0.010421206995263969,2.9617177033708996e-05,0.01392116692024391,0.009689705334460185,-1.8977897402211183,-1260.6739475546913,0.013264506674134039,0.6503672097316352,0,0.3909073224706301,0.38152390063969494,0.3648776576277497,191,192,192,0.3909073224706301,PASS,True
170,1.0062863164825014e-05,0.9999993919996042,0.9999995108283966,0.11882885754931709,1.7200215647630868e-06,-0.027034032548917456,-0.029068743420682545,2.5436062377809927e-05,0.032093475573563505,0.022832316126084284,-1.8643201720350664,-1376.9253095592403,0.013262962710732415,-0.040142643885154504,2,1.1607402317155708,1.1661222143074914,1.0981974775630166,191,192,192,1.1607402317155708,FAIL,True
171,9.835446674782863e-06,0.9999988639615714,0.9999997491504145,0.8851894568321395,8.512286821710977e-07,-0.004614781274085069,-0.011536253338264767,4.846004843668905e-05,0.004379838793716421,0.0031373385564566637,-0.12612742094376017,-1279.8548376009578,0.013264251927938111,0.5188488905486295,0,0.4811511094513705,0.4706082721410584,0.4479925639736057,191,191,192,0.4811511094513705,PASS,True
172,9.964344292300366e-06,1.000000480630398,1.0000004875729391,0.006942537847693571,8.139653966980492e-07,0.018541632620490932,-0.0032174026508155667,2.718410593952929e-05,0.00572174567091074,0.004568845062311061,1.6018178371805234,-1233.125613940178,0.013264872550439857,0.787620578749122,0,0.21237942125087805,0.18709814811792355,0.165400061190663,191,191,192,0.21237942125087805,PASS,True
173,1.0235937901675757e-05,1.000001161727472,1.0000002024564048,-0.9592704129361875,1.0055790981348146e-06,0.026539964710344824,0.034560663133804334,1.1638802917233649e-05,0.05143859453701229,0.04068210562360614,2.0474040179229624,-1181.2061812330744,0.013265562105405498,-0.3326966308027641,2,1.383235430625322,1.3669987669686494,1.3143353993636833,64,63,64,1.383235430625322,FAIL,True
174,9.551133299840867e-06,0.9999987641181828,1.0000010402314232,2.276113463101551,1.0669790734767772e-06,-0.024585126435278985,0.0033017836936200737,4.0727707576233525e-05,0.012000125219727382,0.006964247529181334,-1.7063641958249405,-1290.7556226684492,0.013264107151886435,0.8552353144508835,0,0.15181588667324863,0.16964808397554665,0.16169062689422972,64,63,111,0.15181588667324863,PASS,True
175,9.770378552863059e-06,0.9999989950433071,1.000000514383487,1.5193405524524994,1.7268945364474109e-06,-0.01793253125738136,-0.023161204046690045,6.638139513088236e-06,0.02503579173492277,0.020749620725684547,-1.2651461524594552,-1303.3358732263966,0.013263940070433711,0.1369967719147966,0,0.8630032280852034,0.8761060934743541,0.818894283312459,191,191,192,0.8630032280852034,PASS,True
176,9.834358141390108e-06,1.0000000043464738,1.0000005831111751,0.5787645312757772,5.712580677304613e-07,-0.024276899928266784,-0.009227630659849965,6.785029649938878e-05,0.01865825583015003,0.013405601421217613,-1.8386002520750488,-1330.563851752342,0.013263578448843913,0.6996460274768478,0,0.3003539725231522,0.33120856623735195,0.2929235346831685,191,191,192,0.3003539725231522,PASS,True
177,1.0382928228964495e-05,1.0000008317752553,0.9999983813490956,-2.4504271238520374,1.9752631591546693e-06,-0.010560211768356427,-0.0027410153552253867,1.9776474301664728e-05,0.005814119436604984,0.00322396962688769,-0.6058420302009642,-1220.7582407981477,0.013265036804614399,0.892864275813432,0,0.15564774826432592,0.15362479199216247,0.12304654752582854,191,192,64,0.15564774826432592,PASS,True
178,9.985002512944029e-06,0.9999991462769949,0.9999986331479592,-0.5131296054277263,1.2207747285205287e-06,0.004124481272919366,-0.014035106943189142,5.31107570622774e-05,0.01396583666463508,0.011435249052031509,0.41046090083991726,-1285.7420118228547,0.013264173738905477,0.5553933348255515,0,0.5659836495260646,0.5289040242504485,0.5100768676055851,191,192,192,0.5659836495260646,PASS,True
179,1.037739967177444e-05,1.0000014874750454,0.9999991781848452,-2.3092894315746646,1.1161955557587567e-06,0.040899417902866504,0.05818841638715635,6.529482283643713e-05,0.0652195894592242,0.05122796384274359,3.308469053355422,-1291.93073781253,0.013264091544888426,-1.1386377286385536,6,2.180068603155416,2.169738585790024,2.0883897263844373,64,63,64,2.180068603155416,FAIL,True
180,1.011830656768822e-05,1.000000661048186,1.0000004687946877,-0.1922533896243143,7.072534637039268e-07,-0.02544703609932336,-0.08371165995084012,4.086976476117427e-05,0.08837626691505092,0.07041711932790112,-1.8133717242930496,-1282.0062777793019,0.013264223354123243,-2.130158317431783,6,3.130158317431783,3.1235041688822855,2.986050787376136,191,191,64,3.130158317431783,FAIL,True
181,1.0381807011804636e-05,1.0000014173352623,0.9999983259747881,-3.0913608709217755,1.2729570937162638e-06,0.010802748940287755,0.017986666061997662,1.6091178278323665e-05,0.019377930184847347,0.01278551117200515,0.9202685812078759,-1343.7523405980255,0.013263403289226433,0.26918224609184754,0,0.7308177539081524,0.6962401782406501,0.6800138088598182,64,64,192,0.7308177539081524,PASS,True
182,9.836920686123362e-06,0.9999983704310106,1.0000002396288434,1.8691991318863472,1.0963339075689839e-06,-0.04421428356443478,-0.06430769830926548,5.777805104664863e-05,0.06237934063345281,0.05154989395916969,-3.163049427359012,-1264.0226661032593,0.013264462198965815,-1.4976327079897203,6,2.4976327079897205,2.4533497574933394,2.3398852248792883,191,191,192,2.4976327079897205,FAIL,True
183,1.0097851669401601e-05,1.000001182485328,1.0000005380232855,-0.6444614882197042,1.110924284672277e-06,0.0065037959485551985,0.07187142220589432,6.49233523326237e-05,0.0915402437615417,0.07394177687420116,0.5693749567403055,-1208.7576509046683,0.013265196187448923,-1.705816984805649,6,2.7780660581945478,2.76917019695525,2.6640827533649474,64,63,64,2.7780660581945478,FAIL,True
184,1.0409004775067213e-05,1.0000016475631952,0.9999992192103482,-2.428351794612592,1.173426847107431e-06,0.002118023228606287,-0.021338595961221212,6.540790489268313e-05,0.035076563749708974,0.02880109775952581,0.18727971279543335,-1258.076064429181,0.0132645411772693,0.27917205455505545,0,0.7706582652671907,0.7851256533163163,0.7397388526581811,191,192,192,0.7706582652671907,PASS,True
185,9.924766282351955e-06,0.999999397184428,1.000000392978772,0.9957944484602743,1.6771063930511125e-06,0.014836232247965259,0.031495308812884,3.5865787635527e-05,0.0417217289412755,0.03281728935035518,1.3016193634873852,-1300.8490086687807,0.013263973099103618,-0.29126551574610116,2,1.291265515746101,1.2370787084095611,1.1517494511091826,64,64,64,1.291265515746101,FAIL,True
186,1.0108510542681443e-05,1.0000006086594513,0.9999994978410583,-1.110818333784005,2.2729640167267005e-06,-0.00038589383198391855,-0.010161882608739113,4.230813433008511e-05,0.006036589869051691,0.003271423722709391,0.1637363522867558,-1265.7264935046487,0.01326443957000814,0.5337819369061544,0,0.4662180630938456,0.42438640191860766,0.3953540067629754,191,191,64,0.4662180630938456,PASS,True
187,9.708330807003417e-06,0.9999996429706915,1.0000016408677725,1.9978957985086658,1.070506417799025e-06,-0.03133426400631147,-0.048783095044760645,3.359889799502316e-05,0.04779660387965473,0.03928732411185964,-2.2926778064174034,-1164.2877956378195,0.013265786802714185,-0.7093541634037063,2,1.8751798422317028,1.8022578088980636,1.7338848150678634,191,192,192,1.8751798422317028,FAIL,True
188,1.0033410692804687e-05,1.000000871547797,1.0000006152498138,-0.25629779274950015,9.80127701707014e-07,-0.02249899773233503,-0.050347760006460025,5.2237203630023794e-05,0.06035675011061321,0.046927199707260156,-1.5440964326010524,-1190.701953209583,0.013265435989683935,-0.895536662625766,2,1.8955366626257661,1.9146606817314433,1.835655380781593,191,191,192,1.8955366626257661,FAIL,True
189,9.927141449402221e-06,0.9999992526353005,1.0000003578614347,1.105226349412827,1.6693821935174801e-06,-0.06681099077275399,-0.06441672037658126,3.291374019290538e-05,0.0658745902016127,0.052943615394699016,-4.987131067285789,-1305.942756627987,0.013263905447763534,-1.2909743738454544,6,2.432283859334502,2.372176167814464,2.285105718479402,191,192,192,2.432283859334502,FAIL,True
190,9.723949826134845e-06,0.9999991359336925,1.0000017608276084,2.6248927389412655,1.95323403931866e-06,0.008711478456247286,0.05736890357666573,4.4684899351449223e-05,0.07937283039843437,0.06552654153111817,0.9023063950862606,-1289.547737701291,0.013264123194108654,-1.036143103905001,6,2.1967473266139335,2.132216874187297,2.0529190856572206,64,63,64,2.1967473266139335,FAIL,True
191,9.633559689667704e-06,0.9999986325348731,1.0000011724039277,2.539869302344638,1.1202190781431632e-06,-0.030147433078956145,-0.015852630283616186,5.281561422552003e-05,0.013234002654741272,0.009579973658261628,-2.0609585152311136,-1295.8064477600617,0.013264040070615686,0.3989723002190234,0,0.654436651176318,0.6811412061377348,0.6393204498764312,191,192,192,0.654436651176318,PASS,True
192,1.014410076943788e-05,1.000001284191971,1.0000004750978122,-0.8090934470674688,9.613039018368091e-07,0.022019830076534,0.005867089573414242,6.924924767224242e-05,0.007411841697804439,0.004273200782179393,1.8818680217837462,-1331.5013397388054,0.013263565997831593,0.842734888393888,0,0.282724099968517,0.25194119869845194,0.22641390051130741,127,63,64,0.282724099968517,PASS,True
193,9.97790037076883e-06,1.0000000666989102,0.9999996852648669,-0.38143409054427246,1.6160033403347242e-06,-0.008383943514984928,-0.04875139243159665,5.840702085855611e-05,0.05879922045321774,0.047080510998212304,-0.5150715587188368,-1219.0992524546696,0.013265058838053337,-0.806829814638778,2,1.8314980469179187,1.8477724259777815,1.7659963229702096,191,192,192,1.8314980469179187,FAIL,True
194,9.708266084036187e-06,0.9999989975035345,1.000000585933269,1.5884300653633088,1.7503196863408184e-06,-0.006246520867002537,-0.03699795928822035,2.5900676440800488e-05,0.04936219270925834,0.03799932444063189,-0.5035250780585443,-1179.1907473450713,0.013265588872886824,-0.2677844382288477,2,1.3430514145217076,1.3372494722137211,1.273783702449363,191,192,192,1.3430514145217076,FAIL,True
195,1.0222544437680241e-05,1.0000014983898948,0.9999996752892513,-1.8230995736939735,9.74894875124619e-07,-0.028111348515202257,-0.0239493975046933,6.359611415325651e-06,0.02499008388767788,0.02006277148377876,-2.024533762273025,-1283.6891905062541,0.013264201002938588,0.14426536396088088,0,0.8895234437125923,0.9340881011373681,0.8698755959378288,191,192,192,0.8895234437125923,PASS,True
196,9.703432698925201e-06,0.9999991140627773,1.0000009363242957,1.822261472437979,8.822554580593683e-07,-0.0007396390535995047,-0.0038124833189048446,9.093196695212492e-05,0.010694670774690888,0.0063281180809873295,-0.04501314015360482,-1232.2834762416023,0.013264883735081166,0.8286673941828583,0,0.17133260581714171,0.14284839875571867,0.12775921555862924,128,128,172,0.17133260581714171,PASS,True
197,9.733272172800881e-06,0.9999991985924634,1.0000012517729293,2.053180003525724,1.8232424979626899e-06,0.019786244291953758,0.013159669905553636,3.429257415945801e-05,0.011123720444723036,0.008568211895535947,1.6124814079902743,-1324.329915892153,0.013263661243304557,0.41949420532703424,0,0.5805057946729657,0.5161687352921175,0.5008792577978604,64,64,192,0.5805057946729657,PASS,True
198,9.987191861115675e-06,1.0000002655917422,1.0000000379682412,-0.22762346638816985,4.818219638434828e-07,-6.520601265842865e-05,0.012551363797052397,4.110581456798516e-05,0.020846509354193514,0.01719966765595775,0.17420640507939358,-1254.3838342859992,0.013264590214700889,0.502736681580662,0,0.497263318419338,0.4511017510673647,0.43978905088723763,64,64,192,0.497263318419338,PASS,True
199,1.0140513882901573e-05,0.9999989674158863,0.9999987709035576,-0.19651255096715609,1.302600679445173e-06,0.003335881059527957,0.00949763738228555,1.1579757852677908e-05,0.017300796949149513,0.012243697748380083,0.34970217980198937,-1184.8643639295053,0.01326551352016656,0.6399444143911361,0,0.42463007881685066,0.45877313539682246,0.41245012234962,64,63,64,0.42463007881685066,PASS,True
200,1.0244787005273188e-05,1.0000013506995038,0.9999995136898392,-1.8370088706615355,1.8046208895302228e-06,-0.0037077880009731426,0.04115307618930474,-2.5408016195249655e-05,0.07974968906479594,0.06368734046118839,-0.06661402844718409,-1285.0182732427884,0.013264183351058494,-0.5401005746187983,2,1.5401005746187983,1.5362503169587345,1.4686803094922047,64,64,64,1.5401005746187983,FAIL,True
