utc_started,job,variant,stage,points,frames,frames_per_point,maxstep_ps,elapsed_s,peak_rss_kb,returncode,cached,timed_out,simulation_aborted,retry
2026-07-28T06:46:16.760113+00:00,current_pilot_full_bis05_f2_sh000,CURRENT,pilot_full_bis05,29,58,2,50,61.383027381962165,124812,0,False,False,False,False
2026-07-28T06:47:18.195114+00:00,current_pilot_full_bis06_f2_sh000,CURRENT,pilot_full_bis06,29,58,2,50,61.59086281200871,124984,0,False,False,False,False
2026-07-28T06:48:19.849723+00:00,current_pilot_full_bis07_f2_sh000,CURRENT,pilot_full_bis07,2,4,2,50,4.214733496075496,28212,0,False,False,False,False
2026-07-28T06:48:24.391123+00:00,current_full_transition_expand0_f2_sh000,CURRENT,full_transition_expand0,32,64,2,50,67.43342177395243,135596,0,False,False,False,False
2026-07-28T06:48:24.391323+00:00,current_full_transition_expand0_f2_sh001,CURRENT,full_transition_expand0,32,64,2,50,68.33480753900949,135668,0,False,False,False,False
2026-07-28T06:49:31.863962+00:00,current_full_transition_expand0_f2_sh002,CURRENT,full_transition_expand0,32,64,2,50,69.53916876297444,135820,0,False,False,False,False
2026-07-28T06:49:32.768244+00:00,current_full_transition_expand0_f2_sh003,CURRENT,full_transition_expand0,32,64,2,50,70.93838856508955,135528,0,False,False,False,False
2026-07-28T06:50:43.745954+00:00,current_full_transition_expand0_f2_sh005,CURRENT,full_transition_expand0,32,64,2,50,69.53546692908276,135548,0,False,False,False,False
2026-07-28T06:50:41.438856+00:00,current_full_transition_expand0_f2_sh004,CURRENT,full_transition_expand0,32,64,2,50,72.44876653503161,135692,0,False,False,False,False
2026-07-28T06:51:53.323653+00:00,current_full_transition_expand0_f2_sh006,CURRENT,full_transition_expand0,32,64,2,50,69.22968836000655,135412,0,False,False,False,False
2026-07-28T06:51:53.922197+00:00,current_full_transition_expand0_f2_sh007,CURRENT,full_transition_expand0,32,64,2,50,69.3301814669976,135352,0,False,False,False,False
2026-07-28T06:53:03.290177+00:00,current_full_transition_expand0_f2_sh009,CURRENT,full_transition_expand0,32,64,2,50,68.2269487810554,135432,0,False,False,False,False
2026-07-28T06:53:02.587373+00:00,current_full_transition_expand0_f2_sh008,CURRENT,full_transition_expand0,32,64,2,50,69.73368356900755,135596,0,False,False,False,False
2026-07-28T06:54:12.358549+00:00,current_full_transition_expand0_f2_sh011,CURRENT,full_transition_expand0,32,64,2,50,69.13808956393041,135684,0,False,False,False,False
2026-07-28T06:54:11.557364+00:00,current_full_transition_expand0_f2_sh010,CURRENT,full_transition_expand0,32,64,2,50,70.94060554099269,135508,0,False,False,False,False
2026-07-28T06:55:22.531386+00:00,current_full_transition_expand0_f2_sh013,CURRENT,full_transition_expand0,30,60,2,50,65.1200344399549,128404,0,False,False,False,False
2026-07-28T06:55:21.528621+00:00,current_full_transition_expand0_f2_sh012,CURRENT,full_transition_expand0,32,64,2,50,70.33133524295408,135436,0,False,False,False,False
2026-07-28T06:56:31.911499+00:00,current_full_transition_bis00_f2_sh001,CURRENT,full_transition_bis00,32,64,2,50,70.63064801692963,135692,0,False,False,False,False
