sample,source_sample_index,t_sample_s,vdiff_v,direct_code,sar_code,oracle_code
29661,29677,0.0148385,-0.3314912422794533,103,103,103
29662,29678,0.014839,-0.4695994168090354,92,92,92
29663,29679,0.0148395,-0.603420260014091,82,82,82
29664,29680,0.01484,-0.731732019329072,72,72,72
29665,29681,0.0148405,-0.85336323881611,63,63,63
29666,29682,0.014841,-0.9672034542825223,55,55,55
29667,29683,0.0148415,-1.0722133315544522,47,47,47
29668,29684,0.014842,-1.1674341553533811,40,40,40
29669,29685,0.0148425,-1.2519965821362957,33,33,33
29670,29686,0.014843,-1.325128576998138,28,28,28
29671,29687,0.0148435,-1.3861624621666406,23,23,23
29672,29688,0.014844,-1.4345410127431701,19,19,19
29673,29689,0.0148445,-1.4698225440321804,17,17,17
29674,29690,0.014845,-1.4916849440189708,15,15,15
29675,29691,0.0148455,-1.4999286141756747,15,15,15
29676,29692,0.014846,-1.4944782917485817,15,15,15
29677,29693,0.0148465,-1.4753837368889968,16,16,16
29678,29694,0.014847,-1.4428192783550813,19,19,19
29679,29695,0.0148475,-1.3970822219318033,22,22,22
29680,29696,0.014848,-1.3385901360986867,27,27,27
29681,29697,0.0148485,-1.2678770397299126,32,32,32
29682,29698,0.014849,-1.1855885266278152,38,38,38
29683,29699,0.0148495,-1.092475871404739,45,45,45
29684,29700,0.01485,-0.9893891705244793,53,53,53
29685,29701,0.0148505,-0.877269581121142,61,61,61
29686,29702,0.014851,-0.7571407284606138,70,70,70
29687,29703,0.0148515,-0.630099360482693,80,80,80
29688,29704,0.014852,-0.49730533475357164,90,90,90
29689,29705,0.0148525,-0.3599710292387319,100,100,100
29690,29706,0.014853,-0.21935027358338882,111,111,111
29691,29707,0.0148535,-0.07672690194263669,122,122,122
29692,29708,0.014854,0.06659696811866261,133,133,133
29693,29709,0.0148545,0.20931282365321424,143,143,143
29694,29710,0.014855,0.350117702740136,154,154,154
29695,29711,0.0148555,0.4877260902210626,164,164,164
29696,29712,0.014856,0.6208816541474171,174,174,174
29697,29713,0.0148565,0.7483687157957082,184,184,184
29698,29714,0.014857,0.8690233485222149,193,193,193
29699,29715,0.0148575,0.9817440041398094,201,201,201
29700,29716,0.014858,1.0855015697905908,209,209,209
29701,29717,0.0148585,1.1793487635041804,216,216,216
29702,29718,0.014859,1.262428782654535,223,223,223
29703,29719,0.0148595,1.3339831263667725,228,228,228
29704,29720,0.01486,1.3933585204495362,232,232,232
29705,29721,0.0148605,1.440012881634528,236,236,236
29706,29722,0.014861,1.4735202666665135,238,238,238
29707,29723,0.0148615,1.493574761065433,240,240,240
29708,29724,0.014862,1.499993272052755,240,240,240
29709,29725,0.0148625,1.4927172001451847,240,240,240
29710,29726,0.014863,1.4718129741538712,238,238,238
29711,29727,0.0148635,1.4374714447052983,236,236,236
29712,29728,0.014864,1.3900061418205136,232,232,232
29713,29729,0.0148645,1.3298504124594157,228,228,228
29714,29730,0.014865,1.2575534641671204,222,222,222
29715,29731,0.0148655,1.173775350938461,216,216,216
29716,29732,0.014866,1.0792809470817222,209,209,209
29717,29733,0.0148665,0.9749329640980904,201,201,201
29718,29734,0.014867,0.861684074328187,192,192,192
29719,29735,0.0148675,0.7405682132824721,183,183,183
29720,29736,0.014868,0.6126911400532611,174,174,174
29721,29737,0.0148685,0.47922034199753005,164,164,164
29722,29738,0.014869,0.34137437585162045,153,153,153
29723,29739,0.0148695,0.20041174260098737,143,143,143
29724,29740,0.01487,0.057619397662104034,132,132,132
29725,29741,0.0148705,-0.0856989987140232,121,121,121
29726,29742,0.014871,-0.22823498355354713,110,110,110
29727,29743,0.0148715,-0.36868723711237983,100,100,100
29728,29744,0.014872,-0.5057734636196127,89,89,89
29729,29745,0.0148725,-0.6382420983325474,79,79,79
29730,29746,0.014873,-0.7648837340285196,70,70,70
29731,29747,0.0148735,-0.8845421626022884,61,61,61
29732,29748,0.014874,-0.9961249309744201,52,52,52
29733,29749,0.0148745,-1.0986133149277546,45,45,45
29734,29750,0.014875,-1.191071619819851,38,38,38
29735,29751,0.0148755,-1.2726557232502778,32,32,32
29736,29752,0.014876,-1.3426207816999634,26,26,26
29737,29753,0.0148765,-1.400328030775155,22,22,22
29738,29754,0.014877,-1.4452506169759067,19,19,19
29739,29755,0.0148775,-1.476978407741959,16,16,16
29740,29756,0.014878,-1.495221735866922,15,15,15
29741,29757,0.0148785,-1.4998140440908891,15,15,15
29742,29758,0.014879,-1.4907134057287492,15,15,15
29743,29759,0.0148795,-1.4680029074507475,17,17,17
29744,29760,0.01488,-1.4318898907210418,20,20,20
29745,29761,0.0148805,-1.3827040588195083,23,23,23
29746,29762,0.014881,-1.3208944667279807,28,28,28
29747,29763,0.0148815,-1.247025421366147,34,34,34
29748,29764,0.014882,-1.1617713296023089,40,40,40
29749,29765,0.0148825,-1.0659105410792729,47,47,47
29750,29766,0.014883,-0.9603182420648018,55,55,55
29751,29767,0.0148835,-0.8459584652112491,64,64,64
29752,29768,0.014884,-0.7238752881642608,73,73,73
29753,29769,0.0148845,-0.5951833013818739,83,83,83
29754,29770,0.014885,-0.46105743218857526,93,93,93
29755,29771,0.0148855,-0.32272221796485534,103,103,103
29756,29772,0.014886,-0.18144062641511233,114,114,114
29757,29773,0.0148865,-0.03850252496945901,125,125,125
29758,29774,0.014887,0.10478709539875394,135,135,135
29759,29775,0.0148875,0.24712003443380792,146,146,146
29760,29776,0.014888,0.3871968261516632,157,157,157
29761,29777,0.0148885,0.5237386026589896,167,167,167
29762,29778,0.014889,0.6554987699124917,177,177,177
29763,29779,0.0148895,0.7812743888294111,186,186,186
29764,29780,0.01489,0.8999171578323519,195,195,195
29765,29781,0.0148905,1.0103438965729292,204,204,204
29766,29782,0.014891,1.1115464351104072,211,211,211
29767,29783,0.0148915,1.202600818266079,218,218,218
29768,29784,0.014892,1.2826757411120742,224,224,224
29769,29785,0.0148925,1.3510401385902002,229,229,229
29770,29786,0.014893,1.4070698599618332,233,233,233
29771,29787,0.0148935,1.4502533671571682,237,237,237
29772,29788,0.014894,1.480196404994903,239,239,239
29773,29789,0.0148945,1.4966256006396816,240,240,240
29774,29790,0.014895,1.4993909594309829,240,240,240
29775,29791,0.0148955,1.488467234298791,240,240,240
29776,29792,0.014896,1.4639541562632803,238,238,238
29777,29793,0.0148965,1.4260755239143659,235,235,235
29778,29794,0.014897,1.3751771601838723,231,231,231
29779,29795,0.0148975,1.3117237550631387,226,226,226
29780,29796,0.014898,1.236294623095037,221,221,221
29781,29797,0.0148985,1.1495784143686558,214,214,214
29782,29798,0.014899,1.052366827307978,207,207,207
29783,29799,0.0148995,0.9455473806511007,199,199,199
29784,29800,0.0149,0.8300953106173774,190,190,190
29785,29801,0.0149005,0.7070646672301846,181,181,181
29786,29802,0.014901,0.5775786910905811,171,171,171
29787,29803,0.0149015,0.44281955845761733,161,161,161
29788,29804,0.014902,0.3040175882568219,150,150,150
29789,29805,0.0149025,0.16244000956399,140,140,140
29790,29806,0.014903,0.019379392101666094,129,129,129
29791,29807,0.0149035,-0.12385815461461853,118,118,118
29792,29808,0.014904,-0.26596490574923914,107,107,107
29793,29809,0.0149045,-0.4056434603600532,97,97,97
29794,29810,0.014905,-0.5416185863640877,87,87,87
29795,29811,0.0149055,-0.6726488631027816,77,77,77
29796,29812,0.014906,-0.7975380152206978,67,67,67
29797,29813,0.0149065,-0.9151458343721195,59,59,59
29798,29814,0.014907,-1.0243985890553982,50,50,50
29799,29815,0.0149075,-1.124298827525872,43,43,43
29800,29816,0.014908,-1.2139344842956326,36,36,36
29801,29817,0.0149085,-1.2924872070723088,30,30,30
29802,29818,0.014909,-1.359239828123397,25,25,25
29803,29819,0.0149095,-1.4135829118468752,21,21,21
29804,29820,0.01491,-1.4550203187747144,18,18,18
29805,29821,0.0149105,-1.483173735207026,16,16,16
29806,29822,0.014911,-1.4977861271275303,15,15,15
29807,29823,0.0149115,-1.4987240868629161,15,15,15
29808,29824,0.014912,-1.4859790510632178,16,16,16
29809,29825,0.0149125,-1.4596673788831425,18,18,18
29810,29826,0.014913,-1.420029289650662,21,21,21
29811,29827,0.0149135,-1.367426669721753,25,25,25
29812,29828,0.014914,-1.302339768542716,29,29,29
29813,29829,0.0149145,-1.2253628140881085,35,35,35
29814,29830,0.014915,-1.137198587699301,42,42,42
29815,29831,0.0149155,-1.0386520078581856,49,49,49
29816,29832,0.014916,-0.9306227814703779,57,57,57
29817,29833,0.0149165,-0.8140971897573188,66,66,66
29818,29834,0.014917,-0.6901390837407627,76,76,76
29819,29835,0.0149175,-0.5598801715362876,85,85,85
29820,29836,0.014918,-0.4245096861240468,96,96,96
29821,29837,0.0149185,-0.2852635279373666,106,106,106
29822,29838,0.014919,-0.14341298138239766,117,117,117
29823,29839,0.0149195,-0.00025310831353971485,127,127,127
29824,29840,0.01492,0.14290907557352472,138,138,138
29825,29841,0.0149205,0.2847665334879309,149,149,149
29826,29842,0.014921,0.4240241404755243,159,159,159
29827,29843,0.0149215,0.5594105076053165,170,170,170
29828,29844,0.014922,0.6896895894476659,179,179,179
29829,29845,0.0149225,0.8136719688784081,189,189,189
29830,29846,0.014923,0.9302257161714491,198,198,198
29831,29847,0.0149235,1.0382867232512658,206,206,206
29832,29848,0.014924,1.1368684187462348,213,213,213
29833,29849,0.0149245,1.2250707751531478,220,220,220
29834,29850,0.014925,1.3020885258720885,226,226,226
29835,29851,0.0149255,1.367218517101467,230,230,230
29836,29852,0.014926,1.419866127464783,234,234,234
29837,29853,0.0149265,1.4595506967637388,237,237,237
29838,29854,0.014927,1.485909914290372,239,239,239
29839,29855,0.0149275,1.4987031266389705,240,240,240
29840,29856,0.014928,1.497813534814359,240,240,240
29841,29857,0.0149285,1.4832492605789476,239,239,239
29842,29858,0.014929,1.455143272302992,237,237,237
29843,29859,0.0149295,1.41375217099495,234,234,234
29844,29860,0.01493,1.3594538475953821,230,230,230
29845,29861,0.0149305,1.2927440329211732,225,225,225
29846,29862,0.014931,1.2142317717622748,219,219,219
29847,29863,0.0149315,1.1246338624462149,212,212,212
29848,29864,0.014932,1.0247683126400622,205,205,205
29849,29865,0.0149325,0.9155468711324455,196,196,196
29850,29866,0.014933,0.7979667037861583,188,188,188
29851,29867,0.0149335,0.6731012896484246,178,178,178
29852,29868,0.014934,0.5420906203428311,168,168,168
29853,29869,0.0149345,0.40613079221359993,158,158,158
29854,29870,0.014935,0.2664630862533226,148,148,148
29855,29871,0.0149355,0.12436263549936508,137,137,137
29856,29872,0.014936,-0.018873216627111444,126,126,126
29857,29873,0.0149365,-0.16193676076168542,115,115,115
29858,29874,0.014937,-0.303521860669002,105,105,105
29859,29875,0.0149375,-0.44233587795961166,94,94,94
29860,29876,0.014938,-0.5771114735712757,84,84,84
29861,29877,0.0149385,-0.7066181782734904,74,74,74
29862,29878,0.014939,-0.8296736265622272,65,65,65
29863,29879,0.0149395,-0.9451543513729278,56,56,56
29864,29880,0.01494,-1.0520060410708973,48,48,48
29865,29881,0.0149405,-1.1492531650654616,41,41,41
29866,29882,0.014941,-1.2360078801747445,34,34,34
29867,29883,0.0149415,-1.3114781364206176,29,29,29
29868,29884,0.014942,-1.3749749082590879,24,24,24
29869,29885,0.0149425,-1.4259184852194329,20,20,20
29870,29886,0.014943,-1.4638437645242468,17,17,17
29871,29887,0.0149435,-1.4884044973660582,15,15,15
29872,29888,0.014944,-1.4993764500778701,15,15,15
29873,29889,0.0149445,-1.4966594513331426,15,15,15
29874,29890,0.014945,-1.4802783066861331,16,16,16
29875,29891,0.0149455,-1.4503825721031471,18,18,18
29876,29892,0.014946,-1.407245188552041,22,22,22
29877,29893,0.0149465,-1.3512599901161824,26,26,26
29878,29894,0.014947,-1.28293810838153,31,31,31
29879,29895,0.0149475,-1.2029033059280507,37,37,37
29880,29896,0.014948,-1.1118862815242672,44,44,44
29881,29897,0.0149485,-1.010717999021503,51,51,51
29882,29898,0.014949,-0.9003221008489919,60,60,60
29883,29899,0.0149495,-0.7817064753803951,69,69,69
29884,29900,0.01495,-0.6559540551500661,78,78,78
29885,29901,0.0149505,-0.5242129299368925,88,88,88
29886,29902,0.014951,-0.3876858649743201,98,98,98
29887,29903,0.0149515,-0.24761931999272896,109,109,109
29888,29904,0.014952,-0.105292069335177,120,120,120
29889,29905,0.0149525,0.03799647294783391,130,130,130
29890,29906,0.014953,0.1809381164432474,141,141,141
29891,29907,0.0149535,0.3222278378396384,152,152,152
29892,29908,0.014954,0.4605756954833219,162,162,162
29893,29909,0.0149545,0.5947186062390997,172,172,172
29894,29910,0.014955,0.723431877139184,182,182,182
29895,29911,0.0149555,0.845540386542013,191,191,191
29896,29912,0.014956,0.9599293127105215,200,200,200
29897,29913,0.0149565,1.0655543118727302,208,208,208
29898,29914,0.014957,1.1614510528316901,215,215,215
29899,29915,0.0149575,1.2467440210824237,221,221,221
29900,29916,0.014958,1.3206545120490178,227,227,227
29901,29917,0.0149585,1.3825077404746267,232,232,232
29902,29918,0.014959,1.4317390010501785,235,235,235
29903,29919,0.0149595,1.467898824040819,238,238,238
29904,29920,0.01496,1.4906570788366078,240,240,240
29905,29921,0.0149605,1.499805987967704,240,240,240
29906,29922,0.014961,1.4952620240631869,240,240,240
29907,29923,0.0149615,1.4770666724359958,239,239,239
29908,29924,0.014962,1.4453860523319881,236,236,236
29909,29925,0.0149625,1.4005094003005947,233,233,233
29910,29926,0.014963,1.3428464295339997,229,229,229
29911,29927,0.0149635,1.2729235892816924,223,223,223
29912,29928,0.014964,1.1913792584952936,217,217,217
29913,29929,0.0149645,1.0989579175790654,210,210,210
29914,29930,0.014965,0.9965033514611048,203,203,203
29915,29931,0.0149655,0.8849509460350351,194,194,194
29916,29932,0.014966,0.7653191483115183,185,185,185
29917,29933,0.0149665,0.6387001682366397,176,176,176
29918,29934,0.014967,0.5062500070751917,166,166,166
29919,29935,0.0149675,0.36917790339069456,155,155,155
29920,29936,0.014968,0.22873529298782347,145,145,145
29921,29937,0.0149685,0.08620438359775975,134,134,134
29922,29938,0.014969,-0.057113551373058756,123,123,123
29923,29939,0.0149695,-0.1999100531633059,112,112,112
29924,29940,0.01497,-0.3408814235709081,102,102,102
29925,29941,0.0149705,-0.47874062741122064,91,91,91
29926,29942,0.014971,-0.6122290428417775,81,81,81
29927,29943,0.0149715,-0.7401279522837827,72,72,72
29928,29944,0.014972,-0.861269669020815,63,63,63
29929,29945,0.0149725,-0.9745481979042279,54,54,54
29930,29946,0.014973,-1.078929332825957,46,46,46
29931,29947,0.0149735,-1.1734600987746306,39,39,39
29932,29948,0.014974,-1.2572774522732013,33,33,33
29933,29949,0.0149745,-1.3296161607585513,27,27,27
29934,29950,0.014975,-1.3898157889751872,23,23,23
29935,29951,0.0149755,-1.437326728591851,19,19,19
29936,29952,0.014976,-1.4717152159961038,17,17,17
29937,29953,0.0149765,-1.4926672924518969,15,15,15
29938,29954,0.014977,-1.4999916704693526,15,15,15
29939,29955,0.0149775,-1.4936214802139927,15,15,15
29940,29956,0.014978,-1.473614880012287,17,17,17
29941,29957,0.0149785,-1.440154525380103,19,19,19
29942,29958,0.014979,-1.3935459014211025,23,23,23
29943,29959,0.0149795,-1.3342145338204912,27,27,27
29944,29960,0.01498,-1.2627021038952253,32,32,32
29945,29961,0.0149805,-1.1796615031737248,39,39,39
29946,29962,0.014981,-1.085850872649963,46,46,46
29947,29963,0.0149815,-0.9821266811367306,54,54,54
29948,29964,0.014982,-0.8694359059064434,62,62,62
29949,29965,0.0149825,-0.7488073870161518,71,71,71
29950,29966,0.014983,-0.6213424342398511,81,81,81
29951,29967,0.0149835,-0.48820477237250326,91,91,91
29952,29968,0.014984,-0.35060991669604613,101,101,101
29953,29969,0.0149845,-0.20981407561689025,112,112,112
29954,29970,0.014985,-0.06710268177853318,122,122,122
29955,29971,0.0149855,0.0762213436323712,133,133,133
29956,29972,0.014986,0.21884948625022294,144,144,144
29957,29973,0.0149865,0.35947958495227067,155,155,155
29958,29974,0.014987,0.49682772028361893,165,165,165
29959,29975,0.0149875,0.6296399363361073,175,175,175
29960,29976,0.014988,0.7567036890709147,184,184,184
29961,29977,0.0149885,0.8768589165543266,194,194,194
29962,29978,0.014989,0.9890086300506655,202,202,202
29963,29979,0.0149895,1.0921289292686864,210,210,210
29964,29980,0.01499,1.1852783503280286,217,217,217
29965,29981,0.0149905,1.2676064611029267,223,223,223
29966,29982,0.014991,1.338361625463207,228,228,228
29967,29983,0.0149915,1.3968978655357467,233,233,233
29968,29984,0.014992,1.442680759328629,236,236,236
29969,29985,0.0149925,1.475292319878015,239,239,239
29970,29986,0.014993,1.4944348113687036,240,240,240
29971,29987,0.0149935,1.499933467392459,240,240,240
29972,29988,0.014994,1.4917380865236982,240,240,240
29973,29989,0.0149945,1.4699234906463845,238,238,238
29974,29990,0.014995,1.4346888418481996,236,236,236
29975,29991,0.0149955,1.38635582411782,232,232,232
29976,29992,0.014996,1.3253657064467026,227,227,227
29977,29993,0.0149965,1.2522753141466088,222,222,222
29978,29994,0.014997,1.1677519451682816,215,215,215
29979,29995,0.0149975,1.0725672778282842,208,208,208
29980,29996,0.014998,0.9675903255697336,200,200,200
29981,29997,0.0149985,0.8537795030735834,192,192,192
29982,29998,0.014999,0.7321738761628416,183,183,183
29983,29999,0.0149995,0.6038836753760379,173,173,173
29984,30000,0.015,0.47008015982678997,163,163,163
29985,30001,0.0150005,0.3319849238832575,152,152,152
29986,30002,0.015001,0.1908587443050428,142,142,142
29987,30003,0.0150015,0.047990069647809885,131,131,131
29988,30004,0.015002,-0.09531674296520609,120,120,120
29989,30005,0.0150025,-0.23775333631716822,110,110,110
29990,30006,0.015003,-0.37801929808470214,99,99,99
29991,30007,0.0150035,-0.5148340332967802,89,89,89
29992,30008,0.015004,-0.6469484558618546,79,79,79
29993,30009,0.0150045,-0.7731563924301768,69,69,69
29994,30010,0.015005,-0.8923055944667038,60,60,60
29995,30011,0.0150055,-1.0033082580095392,52,52,52
29996,30012,0.015006,-1.1051509550610625,44,44,44
29997,30013,0.0150065,-1.1969038859471355,37,37,37
29998,30014,0.015007,-1.277729368164745,31,31,31
29999,30015,0.0150075,-1.346889484226609,26,26,26
30000,30016,0.015008,-1.4037528186723514,22,22,22
30001,30017,0.0150085,-1.4478002227417561,18,18,18
30002,30018,0.015009,-1.4786295540806234,16,16,16
30003,30019,0.0150095,-1.4959593482038496,15,15,15
30004,30020,0.01501,-1.4996313882003363,15,15,15
30005,30021,0.0150105,-1.4896121492157106,15,15,15
30006,30022,0.015011,-1.465993104526042,17,17,17
30007,30023,0.0150115,-1.4289898904088068,20,20,20
30008,30024,0.015012,-1.3789403374346811,24,24,24
30009,30025,0.0150125,-1.31630138615488,28,28,28
30010,30026,0.015013,-1.241644915341024,34,34,34
30011,30027,0.0150135,-1.1556525208693458,40,40,40
30012,30028,0.015014,-1.059109292910828,48,48,48
30013,30029,0.0150145,-0.9528966482448968,56,56,56
30014,30030,0.015015,-0.8379842831311662,64,64,64
30015,30031,0.0150155,-0.7154213202155506,74,74,74
30016,30032,0.015016,-0.5863267302873004,83,83,83
30017,30033,0.0150165,-0.45187911634216027,93,93,93
30018,30034,0.015017,-0.31330595321390975,104,104,104
30019,30035,0.0150175,-0.17187238102402447,115,115,115
30020,30036,0.015018,-0.0288696547498241,125,125,125
30021,30037,0.0150185,0.1143966446259802,136,136,136
30022,30038,0.015019,0.2566185297628004,147,147,147
30023,30039,0.0150195,0.3964975485723546,157,157,157
30024,30040,0.01502,0.5327566387810693,168,168,168
30025,30041,0.0150205,0.6641517872045266,178,178,178
30026,30042,0.015021,0.7894833872953294,187,187,187
30027,30043,0.0150215,0.9076071912626804,196,196,196
30028,30044,0.015022,1.0174447567859122,204,204,204
30029,30045,0.0150225,1.1179932929360614,212,212,212
30030,30046,0.015023,1.2083348154211346,218,218,218
30031,30047,0.0150235,1.2876445275621526,224,224,224
30032,30048,0.015024,1.3551983504932124,230,230,230
30033,30049,0.0150245,1.4103795338291054,234,234,234
30034,30050,0.015025,1.4526842864510794,237,237,237
30035,30051,0.0150255,1.4817263759987198,239,239,239
30036,30052,0.015026,1.4972406550809265,240,240,240
30037,30053,0.0150265,1.4990854820084296,240,240,240
30038,30054,0.015027,1.4872440139489158,239,239,239
30039,30055,0.0150275,1.4618243606978034,238,238,238
30040,30056,0.015028,1.4230585976617822,235,235,235
30041,30057,0.0150285,1.371300647065221,231,231,231
30042,30058,0.015029,1.307023046724539,226,226,226
30043,30059,0.0150295,1.2308126358887106,220,220,220
30044,30060,0.01503,1.143365197537906,214,214,214
30045,30061,0.0150305,1.0454791060487034,206,206,206
30046,30062,0.015031,0.93804803822615,198,198,198
30047,30063,0.0150315,0.8220528142443553,189,189,189
30048,30064,0.015032,0.6985524429939369,180,180,180
30049,30065,0.0150325,0.5686744535799637,170,170,170
30050,30066,0.015033,0.4336046012497278,160,160,160
30051,30067,0.0150335,0.29457604172591295,150,150,150
30052,30068,0.015034,0.15285807279110622,139,139,139
30053,30069,0.0150345,0.009744545897472048,128,128,128
30054,30070,0.015035,-0.13345794638889677,117,117,117
30055,30071,0.0150355,-0.2754419992710082,107,107,107
30056,30072,0.015036,-0.4149113320126707,96,96,96
30057,30073,0.0150365,-0.550592622676966,86,86,86
30058,30074,0.015037,-0.6812471332523125,76,76,76
30059,30075,0.0150375,-0.8056820190392391,67,67,67
30060,30076,0.015038,-0.9227612190359166,58,58,58
30061,30077,0.0150385,-1.031415827908233,50,50,50
30062,30078,0.015039,-1.130653854840952,42,42,42
30063,30079,0.0150395,-1.2195692801804734,36,36,36
30064,30080,0.01504,-1.297350327176607,30,30,30
30065,30081,0.0150405,-1.3632868733137447,25,25,25
30066,30082,0.015041,-1.416776933560325,21,21,21
30067,30083,0.0150415,-1.4573321563503865,18,18,18
30068,30084,0.015042,-1.484582282116038,16,16,16
30069,30085,0.0150425,-1.498278523670598,15,15,15
30070,30086,0.015043,-1.4982958375763304,15,15,15
30071,30087,0.0150435,-1.484634065761479,16,16,16
30072,30088,0.015044,-1.4574179369630995,18,18,18
30073,30089,0.0150445,-1.4168959279836566,21,21,21
30074,30090,0.015045,-1.3634379951565407,25,25,25
30075,30091,0.0150455,-1.2975321967328435,30,30,30
30076,30092,0.015046,-1.2197802370239426,36,36,36
30077,30093,0.0150465,-1.1308919729856948,42,42,42
30078,30094,0.015047,-1.031678933391556,50,50,50
30079,30095,0.0150475,-0.9230469097681299,58,58,58
30080,30096,0.015048,-0.8059876867312057,67,67,67
30081,30097,0.0150485,-0.6815699872304848,76,76,76
30082,30098,0.015049,-0.5509297153604441,86,86,86
30083,30099,0.0150495,-0.4152595858264492,96,96,96
30084,30100,0.01505,-0.2757982347397108,107,107,107
30085,30101,0.0150505,-0.1338189111671649,117,117,117
30086,30102,0.015051,0.00938214733315398,128,128,128
30087,30103,0.0150515,0.1524975490523404,139,139,139
30088,30104,0.015052,0.2942206843096289,150,150,150
30089,30105,0.0150525,0.4332576544848737,160,160,160
30090,30106,0.015053,0.5683390850088659,170,170,170
30091,30107,0.0150535,0.6982317144508698,180,180,180
30092,30108,0.015054,0.8217496539054971,189,189,189
30093,30109,0.0150545,0.9377652138735095,198,198,198
30094,30110,0.015055,1.0452191998020455,206,206,206
30095,30111,0.0150555,1.1431305822786597,214,214,214
30096,30112,0.015056,1.2306054535990503,220,220,220
30097,30113,0.0150565,1.306845188929642,226,226,226
30098,30114,0.015057,1.3711537375648573,231,231,231
30099,30115,0.0150575,1.4229439777043047,235,235,235
30100,30116,0.015058,1.4617430767365216,238,238,238
30101,30117,0.0150585,1.4871968080871223,239,239,239
30102,30118,0.015059,1.4990727852244725,240,240,240
30103,30119,0.0150595,1.4972625832933855,240,240,240
30104,30120,0.01506,1.4817827290082384,239,239,239
30105,30121,0.0150605,1.452774549768043,237,237,237
30106,30122,0.015061,1.410502883370834,234,234,234
30107,30123,0.0150615,1.355353660107346,230,230,230
30108,30124,0.015062,1.287830379309323,224,224,224
30109,30125,0.0150625,1.2085495125186676,218,218,218
30110,30126,0.015063,1.1182348752503652,212,212,212
30111,30127,0.0150635,1.01771101872724,204,204,204
30112,30128,0.015064,0.9078957019236421,196,196,196
30113,30129,0.0150645,0.7897915126415009,187,187,187
30114,30130,0.015065,0.66447671412456,178,178,178
30115,30131,0.0150655,0.5330954007685939,168,168,168
30116,30132,0.015066,0.3968470528120211,157,157,157
30117,30133,0.0150665,0.2569755853631377,147,147,147
30118,30134,0.015067,0.11475799175402221,136,136,136
30119,30135,0.0150675,-0.02850731510835558,125,125,125
30120,30136,0.015068,-0.17151235694278016,115,115,115
30121,30137,0.0150685,-0.3129515316280644,104,104,104
30122,30138,0.015069,-0.4515335330367521,94,94,94
30123,30139,0.0150695,-0.5859931403565908,83,83,83
30124,30140,0.01507,-0.715102769255256,74,74,74
30125,30141,0.0150705,-0.8376836794366471,64,64,64
30126,30142,0.015071,-0.9526167362566047,56,56,56
30127,30143,0.0150715,-1.0588526281593265,48,48,48
30128,30144,0.015072,-1.155421446641994,41,41,41
30129,30145,0.0150725,-1.2414415412912079,34,34,34
30130,30146,0.015073,-1.3161275690394505,28,28,28
30131,30147,0.0150735,-1.3787976641629551,24,24,24
30132,30148,0.015074,-1.4288796635533896,20,20,20
30133,30149,0.0150745,-1.4659163304322553,17,17,17
30134,30150,0.015075,-1.489569528812826,15,15,15
30135,30151,0.0150755,-1.499623310602541,15,15,15
30136,30152,0.015076,-1.4959858871576661,15,15,15
30137,30153,0.0150765,-1.4786904672917114,16,16,16
30138,30154,0.015077,-1.4478949540869421,18,18,18
30139,30155,0.0150775,-1.403880503276676,22,22,22
30140,30156,0.015078,-1.3470489563600898,26,26,26
30141,30157,0.0150785,-1.2779191718849745,31,31,31
30142,30158,0.015079,-1.1971222883908545,37,37,37
30143,30159,0.0150795,-1.1053959622657477,44,44,44
30144,30160,0.01508,-1.003577633117,52,52,52
30145,30161,0.0150805,-0.8925968781470938,60,60,60
30146,30162,0.015081,-0.773466925332056,69,69,69
30147,30163,0.0150815,-0.6472754028934624,79,79,79
30148,30164,0.015082,-0.5151744095086032,89,89,89
30149,30165,0.0150825,-0.3783699959239121,99,99,99
30150,30166,0.015083,-0.23811115399500996,110,110,110
30151,30167,0.0150835,-0.09567841369112681,120,120,120
30152,30168,0.015084,0.047627847842460116,131,131,131
30153,30169,0.0150845,0.19049927841809935,142,142,142
30154,30170,0.015085,0.3316314957537133,152,152,152
30155,30171,0.0150855,0.46973599616966266,163,163,163
30156,30172,0.015086,0.6035519183245334,173,173,173
30157,30173,0.0150865,0.7318575545789305,183,183,183
30158,30174,0.015087,0.853481504898945,192,192,192
30159,30175,0.0150875,0.9673133714570412,200,200,200
30160,30176,0.015088,1.0723138963033918,208,208,208
30161,30177,0.0150885,1.16752444954348,215,215,215
30162,30178,0.015089,1.252075781403486,222,222,222
30163,30179,0.0150895,1.3251959582718897,227,227,227
30164,30180,0.01509,1.3862174102721627,232,232,232
30165,30181,0.0150905,1.4345830260167693,236,236,236
30166,30182,0.015091,1.469851238902892,238,238,238
30167,30183,0.0150915,1.491700058509429,240,240,240
30168,30184,0.015092,1.4999300102941726,240,240,240
30169,30185,0.0150925,1.4944659567488747,240,240,240
30170,30186,0.015093,1.4753577833867144,239,239,239
30171,30187,0.0150935,1.4427799432995452,236,236,236
30172,30188,0.015094,1.397029864442495,233,233,233
30173,30189,0.0150945,1.3385252341875629,228,228,228
30174,30190,0.015095,1.267800185935784,223,223,223
30175,30191,0.0150955,1.185500422607599,217,217,217
30176,30192,0.015096,1.0923773215272474,210,210,210
30177,30193,0.0150965,0.9892810745262139,202,202,202
30178,30194,0.015097,0.8771529258939559,194,194,194
30179,30195,0.0150975,0.7570165790385569,184,184,184
30180,30196,0.015098,0.6299688503205504,175,175,175
