target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
93,-0.4796642393577757,-0.47958641953355696,-0.47950859970933823,-0.06455637707948077
94,-0.4664042315145178,-0.4663264116902991,-0.46624859186608036,-0.06455637707948077
95,-0.45314422367125995,-0.4530664038470412,-0.4529885840228225,-0.06455637707948077
96,-0.4394172968826896,-0.4393394770584709,-0.43926165723425215,-0.02934380776340111
97,-0.42600164939099405,-0.4259238295667753,-0.42584600974255654,-0.017606284658044015
98,-0.41289728119617364,-0.4128194613719549,-0.4127416415477362,-0.02934380776340111
99,-0.39963727335291577,-0.39955945352869704,-0.3994816337044783,-0.02934380776340111
100,-0.3865329051580954,-0.3864550853338766,-0.3863772655096579,-0.041081330868758204
101,-0.37342853696327505,-0.3733507171390563,-0.37327289731483754,-0.05281885397412367
102,-0.3601685291200172,-0.36009070929579845,-0.36001288947157967,-0.05281885397412367
103,-0.3469085212767593,-0.3468307014525406,-0.3467528816283218,-0.05281885397412367
104,-0.3333372341366264,-0.3332594143124077,-0.33318159448818896,-0.02934380776340111
105,-0.3197659469964936,-0.3196881271722748,-0.31961030734805607,-0.005868761552678547
106,-0.3066615788016732,-0.3065837589774545,-0.3065059391532357,-0.017606284658044015
107,-0.29340157095841535,-0.2933237511341966,-0.29324593130997784,-0.017606284658044015
108,-0.28029720276359493,-0.2802193829393762,-0.2801415631151575,-0.02934380776340111
109,-0.2671928345687746,-0.2671150147445558,-0.26703719492033706,-0.041081330868758204
110,-0.2539328267255167,-0.2538550069012979,-0.2537771870770792,-0.041081330868758204
111,-0.24067281888225883,-0.24059499905804008,-0.24051717923382132,-0.0410813308687603
112,-0.22725717139056345,-0.22717935156634472,-0.22710153174212597,-0.02934380776340111
113,-0.21399716354730558,-0.21391934372308685,-0.2138415238988681,-0.02934380776340111
114,-0.20089279535248522,-0.20081497552826647,-0.2007371557040477,-0.0410813308687603
115,-0.18763278750922735,-0.1875549676850086,-0.18747714786078984,-0.0410813308687603
116,-0.174528419314407,-0.17445059949018824,-0.17437277966596948,-0.05281885397412158
